# tri-to-quad-uv-map v1 profile=mouth uv_layer=UVMap uv_precision=4 joins=848 source=Mouth result=Mouth.Quad
u1,v1,u2,v2
0.0139,0.0744,0.0493,0.0124
0.0139,0.3311,0.0493,0.3797
0.0842,0.2847,0.132,0.3311
0.0493,0.0744,0.0842,0.0124
0.1319,0.2847,0.1799,0.3311
0.0842,0.0744,0.1319,0.0124
0.1799,0.2107,0.2163,0.2847
0.0842,0.1389,0.1319,0.0744
0.1319,0.0744,0.1799,0.0124
0.2519,0.2847,0.2597,0.2107
0.1319,0.1389,0.1799,0.0744
0.1799,0.0744,0.2163,0.0124
0.3379,0.3311,0.3832,0.2847
0.1799,0.3311,0.2163,0.3797
0.2163,0.3311,0.2519,0.3797
0.1799,0.2847,0.2163,0.3311
0.2163,0.3311,0.2519,0.2847
0.2163,0.2107,0.2519,0.1389
0.2163,0.1389,0.2519,0.0744
0.2519,0.3311,0.2597,0.2847
0.2519,0.1389,0.2597,0.2107
0.2519,0.3311,0.2597,0.3797
0.2671,0.2107,0.2754,0.1389
0.2597,0.3311,0.2671,0.3797
0.2754,0.2107,0.2848,0.2847
0.2671,0.2847,0.2754,0.3311
0.2597,0.0744,0.2671,0.1389
0.2519,0.0744,0.2597,0.1389
0.2848,0.3311,0.3111,0.2847
0.2671,0.2107,0.2754,0.2847
0.2754,0.0124,0.2848,0.0744
0.2597,0.2847,0.2671,0.3311
0.3112,0.3311,0.3377,0.2847
0.2163,0.2847,0.2519,0.2107
0.3833,0.3311,0.428,0.2847
0.4281,0.3311,0.4634,0.2847
0.4634,0.3311,0.4999,0.2847
0.4634,0.3797,0.4999,0.3311
0.4999,0.3311,0.5366,0.3797
0.572,0.2847,0.6167,0.3311
0.4634,0.0124,0.4999,0.0744
0.4999,0.0744,0.5366,0.0124
0.428,0.0124,0.4634,0.0744
0.3832,0.0124,0.428,0.0744
0.3377,0.0124,0.3832,0.0744
0.6168,0.2847,0.6621,0.3311
0.5366,0.0744,0.572,0.0124
0.4634,0.0744,0.4999,0.1389
0.4999,0.1389,0.5366,0.0744
0.428,0.0744,0.4634,0.1389
0.4634,0.1389,0.4999,0.2107
0.6623,0.2847,0.6888,0.3311
0.4999,0.2107,0.5366,0.1389
0.572,0.0744,0.6168,0.0124
0.5366,0.1389,0.572,0.0744
0.3832,0.0744,0.428,0.1389
0.6889,0.2847,0.7152,0.3311
0.6168,0.0744,0.6623,0.0124
0.572,0.1389,0.6168,0.0744
0.7152,0.0744,0.7246,0.1389
0.6623,0.0744,0.6889,0.0124
0.6889,0.0744,0.7152,0.0124
0.5366,0.3311,0.572,0.3797
0.6168,0.1389,0.6623,0.0744
0.9507,0.0124,0.9861,0.0744
0.7152,0.0744,0.7246,0.0124
0.5719,0.3311,0.6168,0.3797
0.6623,0.1389,0.6889,0.0744
0.7246,0.0744,0.7329,0.0124
0.6167,0.3311,0.6623,0.3797
0.7246,0.0744,0.7329,0.1389
0.7329,0.1389,0.7403,0.0744
0.7403,0.1389,0.7481,0.0744
0.6889,0.1389,0.7152,0.0744
0.7329,0.0744,0.7403,0.0124
0.7481,0.0744,0.7837,0.1389
0.7329,0.2107,0.7403,0.1389
0.7403,0.2107,0.7481,0.1389
0.7246,0.1389,0.7329,0.2107
0.6621,0.3311,0.6889,0.3797
0.6888,0.3311,0.7152,0.3797
0.7152,0.3311,0.7246,0.2847
0.7152,0.2847,0.7246,0.2107
0.6889,0.2847,0.7152,0.2107
0.7246,0.3311,0.7329,0.2847
0.6623,0.2847,0.6889,0.2107
0.6168,0.2847,0.6623,0.2107
0.572,0.2847,0.6168,0.2107
0.5366,0.2847,0.572,0.2107
0.4999,0.2847,0.5366,0.2107
0.9158,0.3311,0.9507,0.2847
0.7246,0.2847,0.7329,0.2107
0.7481,0.1389,0.7837,0.2107
0.572,0.2107,0.6168,0.1389
0.5366,0.2107,0.572,0.1389
0.6168,0.2107,0.6623,0.1389
0.6623,0.2107,0.6889,0.1389
0.6889,0.2107,0.7152,0.1389
0.7246,0.3311,0.7329,0.3797
0.6623,0.3797,0.6889,0.4115
0.6152,0.4754,0.6168,0.4115
0.6168,0.3797,0.6387,0.4275
0.6889,0.3797,0.7028,0.4275
0.6763,0.4275,0.7028,0.4275
0.7273,0.4115,0.7329,0.3797
0.7244,0.4275,0.7329,0.4125
0.7329,0.4125,0.7403,0.3797
0.8681,0.3797,0.9158,0.3311
